country,year,nuts2,regionname,sum_farright,sum_eurosceptic,sum_populist,gdp_regional,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate,lag_1_gdp_regional,lag_2_gdp_regional,lag_3_gdp_regional,lag_4_gdp_regional,lag_1_econ_act_rate,lag_2_econ_act_rate,lag_3_econ_act_rate,lag_4_econ_act_rate
NA,2006,NO06,NA,NA,NA,NA,NA,71.2,40.1,3.6,20,38.8,38,37.1,46.8,NA,NO,Norway,FALSE,NA,NA,NA,NA,1.0056497175141244,0.9958041958041959,1.004231311706629,0.9595687331536388
NA,2007,NO06,NA,NA,NA,NA,NA,72.9,40.1,4.6,18.8,39,38.1,37.3,46.8,NA,NO,Norway,FALSE,NA,NA,NA,NA,1.023876404494382,1.0296610169491527,1.0195804195804197,1.0282087447108603
NA,2008,NO06,NA,NA,NA,NA,29800,73.3,41.9,5,18.9,39.1,38.3,37.4,46.5,NA,NO,Norway,FALSE,NA,NA,NA,NA,1.0054869684499312,1.0294943820224718,1.0353107344632768,1.0251748251748252
NA,2009,NO06,NA,NA,NA,NA,28800,72.4,42,4.3,17.3,39.3,38.4,37.5,47.1,NA,NO,Norway,FALSE,0.9664429530201343,NA,NA,NA,0.9877216916780356,0.9931412894375857,1.0168539325842696,1.0225988700564972
NA,2010,NO06,NA,NA,NA,NA,30500,71.1,42.8,4.2,18.5,39.4,38.5,37.6,45.5,NA,NO,Norway,FALSE,1.0590277777777777,1.023489932885906,NA,NA,0.9820441988950275,0.9699863574351978,0.9753086419753085,0.9985955056179774
NA,2011,NO06,NA,NA,NA,NA,30900,69.7,47.4,4,19.8,39.5,38.6,37.7,44.7,16700,NO,Norway,FALSE,1.0131147540983607,1.0729166666666667,1.0369127516778522,NA,0.9803094233473981,0.962707182320442,0.950886766712142,0.9561042524005486
NA,2012,NO06,NA,NA,NA,NA,32800,70.3,47.9,4,19.6,39.6,38.7,37.8,46.5,17500,NO,Norway,FALSE,1.0614886731391586,1.0754098360655737,1.1388888888888888,1.1006711409395973,1.0086083213773314,0.9887482419127989,0.9709944751381214,0.9590723055934516
NA,2013,NO06,NA,NA,NA,NA,33600,70.9,48,4.7,20.4,39.6,38.7,37.8,46,18100,NO,Norway,FALSE,1.024390243902439,1.087378640776699,1.1016393442622952,1.1666666666666667,1.008534850640114,1.017216642754663,0.9971870604781998,0.9792817679558011
NA,2014,NO06,NA,NA,NA,NA,33700,70.7,50.9,4.5,18.9,39.8,38.8,37.9,43.9,18400,NO,Norway,FALSE,1.0029761904761905,1.0274390243902438,1.0906148867313916,1.1049180327868853,0.997179125528914,1.0056899004267426,1.0143472022955524,0.9943741209563995
NA,2015,NO06,NA,NA,NA,NA,33300,71.1,53.8,3.4,19.3,39.8,38.8,37.9,42.6,18100,NO,Norway,FALSE,0.9881305637982196,0.9910714285714286,1.0152439024390243,1.0776699029126213,1.0056577086280056,1.0028208744710858,1.0113798008534851,1.0200860832137733
NA,2016,NO06,NA,NA,NA,NA,33200,70.8,52.1,3,20.3,40,38.9,37.9,42.6,17800,NO,Norway,FALSE,0.996996996996997,0.9851632047477745,0.9880952380952381,1.0121951219512195,0.9957805907172996,1.0014144271570014,0.9985895627644569,1.0071123755334281
NA,2017,NO06,NA,NA,NA,NA,35300,69.8,51.7,3.8,20.7,39.9,38.8,37.9,41.9,18800,NO,Norway,FALSE,1.0632530120481927,1.06006006006006,1.0474777448071217,1.0505952380952381,0.9858757062146892,0.9817158931082982,0.9872701555869872,0.9844851904090267
NA,2018,NO06,NA,NA,NA,NA,37200,70,51.7,3.9,20,39.9,38.9,37.9,40.6,19200,NO,Norway,FALSE,1.0538243626062322,1.1204819277108433,1.117117117117117,1.1038575667655786,1.002865329512894,0.9887005649717514,0.9845288326300985,0.9900990099009901
NA,2019,NO06,NA,NA,NA,NA,36600,70.6,52.6,4.5,19.5,40,39,38.1,40.3,19300,NO,Norway,FALSE,0.9838709677419355,1.0368271954674222,1.1024096385542168,1.0990990990990992,1.0085714285714285,1.011461318051576,0.9971751412429378,0.9929676511954993
NA,2000,NO07,NA,NA,NA,NA,NA,71.9,35.4,1.9,12.6,37.5,36.5,35.6,56.5,NA,NO,Norway,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,NO07,NA,NA,NA,NA,NA,74,38.1,3.1,15.3,37.8,36.8,35.9,52.6,NA,NO,Norway,FALSE,NA,NA,NA,NA,1.0292072322670374,NA,NA,NA
NA,2002,NO07,NA,NA,NA,NA,NA,73,37.7,2.9,13.6,38.1,37.2,36.3,52.3,NA,NO,Norway,FALSE,NA,NA,NA,NA,0.9864864864864865,1.015299026425591,NA,NA
NA,2003,NO07,NA,NA,NA,NA,NA,71.6,36.1,2.7,17.8,38.4,37.5,36.7,56.4,NA,NO,Norway,FALSE,NA,NA,NA,NA,0.9808219178082191,0.9675675675675675,0.9958275382475659,NA
NA,2004,NO07,NA,NA,NA,NA,NA,71.8,37.9,2.9,18.4,38.8,37.8,37,56.1,NA,NO,Norway,FALSE,NA,NA,NA,NA,1.0027932960893855,0.9835616438356164,0.9702702702702702,0.9986091794158553
NA,2005,NO07,NA,NA,NA,NA,NA,70.9,38,2.8,18.3,39.1,38.2,37.4,57.6,NA,NO,Norway,FALSE,NA,NA,NA,NA,0.9874651810584959,0.990223463687151,0.9712328767123288,0.9581081081081082
NA,2006,NO07,NA,NA,NA,NA,NA,69.8,37,2.5,19.1,39.5,38.6,37.8,45.6,NA,NO,Norway,FALSE,NA,NA,NA,NA,0.9844851904090267,0.9721448467966574,0.9748603351955307,0.9561643835616438
NA,2007,NO07,NA,NA,NA,NA,NA,69.2,39.3,2.7,19,39.8,39,38.3,43.4,NA,NO,Norway,FALSE,NA,NA,NA,NA,0.9914040114613182,0.9760225669957686,0.9637883008356547,0.9664804469273744
NA,2008,NO07,NA,NA,NA,NA,28000,70.7,40.1,2.6,20.3,40.2,39.4,38.7,43.7,NA,NO,Norway,FALSE,NA,NA,NA,NA,1.0216763005780347,1.012893982808023,0.997179125528914,0.9846796657381617
NA,2009,NO07,NA,NA,NA,NA,27500,69.6,39.9,1.6,19.6,40.5,39.7,39.1,44.3,NA,NO,Norway,FALSE,0.9821428571428571,NA,NA,NA,0.9844413012729843,1.005780346820809,0.997134670487106,0.9816643159379406
NA,2010,NO07,NA,NA,NA,NA,29400,68.8,40.4,1.7,19.6,40.8,40,39.3,44.8,NA,NO,Norway,FALSE,1.069090909090909,1.05,NA,NA,0.9885057471264368,0.9731258840169731,0.9942196531791907,0.9856733524355301
NA,2011,NO07,NA,NA,NA,NA,29600,69.2,42.3,1.7,19.2,41,40.3,39.6,44.7,16800,NO,Norway,FALSE,1.0068027210884354,1.0763636363636364,1.0571428571428572,NA,1.005813953488372,0.9942528735632186,0.9787835926449788,1
NA,2012,NO07,NA,NA,NA,NA,30500,68.7,41.7,2.2,18.5,41.2,40.5,39.8,44.8,17500,NO,Norway,FALSE,1.0304054054054055,1.0374149659863945,1.1090909090909091,1.0892857142857142,0.9927745664739884,0.9985465116279071,0.9870689655172415,0.9717114568599717
NA,2013,NO07,NA,NA,NA,NA,31700,68,44.1,2.2,20.8,41.4,40.6,39.9,43.5,18100,NO,Norway,FALSE,1.039344262295082,1.070945945945946,1.0782312925170068,1.1527272727272728,0.9898107714701601,0.9826589595375722,0.9883720930232559,0.9770114942528736
NA,2014,NO07,NA,NA,NA,NA,32400,68.3,47.9,1.4,19.5,41.6,40.8,40,40.5,18400,NO,Norway,FALSE,1.0220820189274449,1.062295081967213,1.0945945945945945,1.1020408163265305,1.0044117647058823,0.9941775836972343,0.9869942196531791,0.9927325581395349
NA,2015,NO07,NA,NA,NA,NA,31300,68.5,49.1,1.2,20.2,41.8,41,40.1,40.6,18100,NO,Norway,FALSE,0.9660493827160493,0.9873817034700315,1.0262295081967212,1.0574324324324325,1.0029282576866765,1.0073529411764706,0.9970887918486171,0.9898843930635838
NA,2016,NO07,NA,NA,NA,NA,32800,67.8,49.2,1.5,20.2,42.1,41.2,40.3,39.3,17700,NO,Norway,FALSE,1.0479233226837061,1.0123456790123457,1.0347003154574133,1.0754098360655737,0.9897810218978101,0.9926793557833089,0.9970588235294118,0.9868995633187773
NA,2017,NO07,NA,NA,NA,NA,34400,67.4,48.2,2.2,20,42.3,41.3,40.3,39.8,18900,NO,Norway,FALSE,1.048780487804878,1.099041533546326,1.0617283950617284,1.085173501577287,0.9941002949852509,0.9839416058394161,0.9868228404099562,0.9911764705882353
NA,2018,NO07,NA,NA,NA,NA,36400,68.8,49.5,2.2,20.1,42.4,41.4,40.4,40,19200,NO,Norway,FALSE,1.058139534883721,1.1097560975609757,1.1629392971246006,1.123456790123457,1.0207715133531157,1.0147492625368733,1.0043795620437956,1.007320644216691
NA,2019,NO07,NA,NA,NA,NA,36000,68.6,49,NA,19.3,42.6,41.6,40.6,40,19400,NO,Norway,FALSE,0.989010989010989,1.0465116279069768,1.0975609756097562,1.1501597444089458,0.997093023255814,1.0178041543026703,1.0117994100294985,1.0014598540145985
NA,2011,NO08,NA,NA,NA,NA,40900,NA,NA,NA,NA,NA,NA,NA,NA,18400,NO,Norway,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2012,NO08,NA,NA,NA,NA,43000,NA,NA,NA,NA,NA,NA,NA,NA,19000,NO,Norway,FALSE,1.0513447432762837,NA,NA,NA,NA,NA,NA,NA
NA,2013,NO08,NA,NA,NA,NA,43700,NA,NA,NA,NA,NA,NA,NA,NA,19600,NO,Norway,FALSE,1.0162790697674418,1.0684596577017116,NA,NA,NA,NA,NA,NA
NA,2014,NO08,NA,NA,NA,NA,43800,NA,NA,NA,NA,NA,NA,NA,NA,19800,NO,Norway,FALSE,1.002288329519451,1.0186046511627906,1.0709046454767726,NA,NA,NA,NA,NA
NA,2015,NO08,NA,NA,NA,NA,42100,NA,NA,NA,NA,NA,NA,NA,NA,20100,NO,Norway,FALSE,0.9611872146118722,0.9633867276887872,0.9790697674418605,1.0293398533007334,NA,NA,NA,NA
NA,2016,NO08,NA,NA,NA,NA,41500,NA,NA,NA,NA,NA,NA,NA,NA,19400,NO,Norway,FALSE,0.9857482185273159,0.9474885844748858,0.9496567505720824,0.9651162790697675,NA,NA,NA,NA
NA,2017,NO08,NA,NA,NA,NA,43300,NA,NA,NA,NA,NA,NA,NA,NA,20400,NO,Norway,FALSE,1.0433734939759036,1.0285035629453683,0.9885844748858448,0.9908466819221968,NA,NA,NA,NA
NA,2018,NO08,NA,NA,NA,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA,20800,NO,Norway,FALSE,1.0392609699769053,1.0843373493975903,1.0688836104513064,1.0273972602739727,NA,NA,NA,NA
NA,2019,NO08,NA,NA,NA,NA,45600,NA,NA,NA,NA,NA,NA,NA,NA,21000,NO,Norway,FALSE,1.0133333333333334,1.0531177829099307,1.0987951807228915,1.0831353919239906,NA,NA,NA,NA
NA,2011,NO09,NA,NA,NA,NA,28700,NA,NA,NA,NA,NA,NA,NA,NA,16500,NO,Norway,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2012,NO09,NA,NA,NA,NA,29800,NA,NA,NA,NA,NA,NA,NA,NA,17100,NO,Norway,FALSE,1.038327526132404,NA,NA,NA,NA,NA,NA,NA
NA,2013,NO09,NA,NA,NA,NA,29700,NA,NA,NA,NA,NA,NA,NA,NA,17700,NO,Norway,FALSE,0.9966442953020134,1.0348432055749128,NA,NA,NA,NA,NA,NA
NA,2014,NO09,NA,NA,NA,NA,29700,NA,NA,NA,NA,NA,NA,NA,NA,18000,NO,Norway,FALSE,1,0.9966442953020134,1.0348432055749128,NA,NA,NA,NA,NA
NA,2015,NO09,NA,NA,NA,NA,29200,NA,NA,NA,NA,NA,NA,NA,NA,17900,NO,Norway,FALSE,0.9831649831649831,0.9831649831649831,0.9798657718120806,1.0174216027874565,NA,NA,NA,NA
NA,2016,NO09,NA,NA,NA,NA,28100,NA,NA,NA,NA,NA,NA,NA,NA,17300,NO,Norway,FALSE,0.9623287671232876,0.9461279461279462,0.9461279461279462,0.9429530201342282,NA,NA,NA,NA
NA,2017,NO09,NA,NA,NA,NA,29200,NA,NA,NA,NA,NA,NA,NA,NA,18200,NO,Norway,FALSE,1.0391459074733096,1,0.9831649831649831,0.9831649831649831,NA,NA,NA,NA
NA,2018,NO09,NA,NA,NA,NA,31100,NA,NA,NA,NA,NA,NA,NA,NA,18400,NO,Norway,FALSE,1.0650684931506849,1.106761565836299,1.0650684931506849,1.0471380471380471,NA,NA,NA,NA
NA,2019,NO09,NA,NA,NA,NA,30700,NA,NA,NA,NA,NA,NA,NA,NA,18800,NO,Norway,FALSE,0.9871382636655949,1.0513698630136987,1.092526690391459,1.0513698630136987,NA,NA,NA,NA
NA,2011,NO0A,NA,NA,NA,NA,37400,NA,NA,NA,NA,NA,NA,NA,NA,17700,NO,Norway,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2012,NO0A,NA,NA,NA,NA,39200,NA,NA,NA,NA,NA,NA,NA,NA,18500,NO,Norway,FALSE,1.0481283422459893,NA,NA,NA,NA,NA,NA,NA
NA,2013,NO0A,NA,NA,NA,NA,40500,NA,NA,NA,NA,NA,NA,NA,NA,19200,NO,Norway,FALSE,1.0331632653061225,1.0828877005347595,NA,NA,NA,NA,NA,NA
NA,2014,NO0A,NA,NA,NA,NA,40500,NA,NA,NA,NA,NA,NA,NA,NA,19500,NO,Norway,FALSE,1,1.0331632653061225,1.0828877005347595,NA,NA,NA,NA,NA
NA,2015,NO0A,NA,NA,NA,NA,38900,NA,NA,NA,NA,NA,NA,NA,NA,19300,NO,Norway,FALSE,0.9604938271604938,0.9604938271604938,0.9923469387755102,1.0401069518716577,NA,NA,NA,NA
NA,2016,NO0A,NA,NA,NA,NA,36500,NA,NA,NA,NA,NA,NA,NA,NA,18300,NO,Norway,FALSE,0.9383033419023136,0.9012345679012346,0.9012345679012346,0.9311224489795918,NA,NA,NA,NA
NA,2017,NO0A,NA,NA,NA,NA,37500,NA,NA,NA,NA,NA,NA,NA,NA,19200,NO,Norway,FALSE,1.0273972602739727,0.9640102827763496,0.9259259259259259,0.9259259259259259,NA,NA,NA,NA
NA,2018,NO0A,NA,NA,NA,NA,38600,NA,NA,NA,NA,NA,NA,NA,NA,19500,NO,Norway,FALSE,1.0293333333333334,1.0575342465753426,0.9922879177377892,0.9530864197530864,NA,NA,NA,NA
NA,2019,NO0A,NA,NA,NA,NA,39200,NA,NA,NA,NA,NA,NA,NA,NA,20000,NO,Norway,FALSE,1.0155440414507773,1.0453333333333332,1.073972602739726,1.0077120822622108,NA,NA,NA,NA
NA,2000,PL21,NA,NA,NA,NA,7900,60.8,24.6,NA,NA,35.5,33.7,31.8,68.5,5400,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL21,NA,NA,NA,NA,8100,63.3,23.9,NA,4.1,35.7,33.9,32.1,68.2,5600,PL,Poland,FALSE,1.0253164556962024,NA,NA,NA,1.0411184210526316,NA,NA,NA
NA,2002,PL21,NA,NA,NA,NA,8600,60.9,24.8,NA,4.1,36,34.2,32.4,69.2,5900,PL,Poland,FALSE,1.0617283950617284,1.0886075949367089,NA,NA,0.9620853080568721,1.0016447368421053,NA,NA
NA,2003,PL21,NA,NA,NA,NA,9000,59.9,24.7,NA,4.3,36.3,34.4,32.7,70.1,6000,PL,Poland,FALSE,1.0465116279069768,1.1111111111111112,1.139240506329114,NA,0.9835796387520526,0.9462875197472355,0.9851973684210527,NA
Poland,2004,PL21,Małopolskie,0.23914060481646732,0.31568179755196657,0.2963771758939232,9700,60.8,24.7,2.4,4.3,36.6,34.7,33,69.1,6000,PL,Poland,FALSE,1.0777777777777777,1.127906976744186,1.1975308641975309,1.2278481012658229,1.015025041736227,0.9983579638752053,0.9605055292259084,1
NA,2005,PL21,NA,NA,NA,NA,10100,59.8,25,2.5,4.4,36.8,35,33.4,68.6,6000,PL,Poland,FALSE,1.041237113402062,1.1222222222222222,1.1744186046511629,1.2469135802469136,0.9835526315789473,0.998330550918197,0.9819376026272578,0.9447077409162717
NA,2006,PL21,NA,NA,NA,NA,10900,58.6,28.1,2.9,4.2,37.1,35.4,33.7,68.8,6500,PL,Poland,FALSE,1.0792079207920793,1.1237113402061856,1.211111111111111,1.2674418604651163,0.9799331103678931,0.9638157894736843,0.978297161936561,0.9622331691297209
NA,2007,PL21,NA,NA,NA,NA,11800,57.5,30.3,3.3,4.5,37.4,35.7,34,68.2,7100,PL,Poland,FALSE,1.0825688073394495,1.1683168316831682,1.2164948453608246,1.3111111111111111,0.9812286689419795,0.9615384615384616,0.9457236842105263,0.9599332220367279
NA,2008,PL21,NA,NA,NA,NA,12700,58.5,31.3,2.7,4.4,37.7,36,34.4,68,7800,PL,Poland,FALSE,1.076271186440678,1.165137614678899,1.2574257425742574,1.309278350515464,1.017391304347826,0.9982935153583617,0.9782608695652174,0.962171052631579
Poland,2009,PL21,Małopolskie,0.4314869887453128,0.4385559006638367,0.42672211019194317,12800,59.3,32.4,2.6,4.1,38,36.3,34.7,68.2,8100,PL,Poland,FALSE,1.0078740157480315,1.0847457627118644,1.1743119266055047,1.2673267326732673,1.0136752136752136,1.0313043478260868,1.0119453924914674,0.9916387959866221
NA,2010,PL21,NA,NA,NA,NA,13800,59.6,32.8,2.6,4.7,38.4,36.7,35.1,68,8800,PL,Poland,FALSE,1.078125,1.0866141732283465,1.1694915254237288,1.2660550458715596,1.0050590219224285,1.0188034188034187,1.0365217391304349,1.0170648464163823
NA,2011,PL21,NA,NA,NA,NA,14900,60,34.1,2.6,4.1,38.6,36.9,35.4,66.5,9300,PL,Poland,FALSE,1.0797101449275361,1.1640625,1.1732283464566928,1.2627118644067796,1.006711409395973,1.0118043844856661,1.0256410256410255,1.0434782608695652
NA,2012,PL21,NA,NA,NA,NA,15300,60.3,36,3,4.6,38.9,37.3,35.8,65.4,9800,PL,Poland,FALSE,1.0268456375838926,1.108695652173913,1.1953125,1.204724409448819,1.005,1.011744966442953,1.0168634064080944,1.0307692307692307
NA,2013,PL21,NA,NA,NA,NA,15500,60.6,36.8,3.3,4.7,39.2,37.6,36.1,65.3,10000,PL,Poland,FALSE,1.0130718954248366,1.0402684563758389,1.1231884057971016,1.2109375,1.0049751243781095,1.01,1.016778523489933,1.0219224283305228
Poland,2014,PL21,Małopolskie,0.3426786453294452,0.3426786453294452,0.3307346980165593,16000,60.9,37.9,2.9,4.2,39.5,38,36.5,64.9,10300,PL,Poland,FALSE,1.032258064516129,1.0457516339869282,1.0738255033557047,1.1594202898550725,1.004950495049505,1.0099502487562189,1.015,1.0218120805369126
NA,2015,PL21,NA,NA,NA,NA,17200,60.7,40.1,3.5,3.8,39.9,38.3,36.9,63.5,10700,PL,Poland,FALSE,1.075,1.1096774193548387,1.1241830065359477,1.1543624161073827,0.9967159277504106,1.0016501650165017,1.0066334991708128,1.0116666666666667
NA,2016,PL21,NA,NA,NA,NA,17600,61.3,42,3.6,3.8,40.2,38.7,37.2,61.7,11100,PL,Poland,FALSE,1.0232558139534884,1.1,1.135483870967742,1.1503267973856208,1.0098846787479405,1.006568144499179,1.0115511551155114,1.0165837479270314
NA,2017,PL21,NA,NA,NA,NA,18600,61.3,45.3,3.6,5.8,40.6,39,37.6,60,11400,PL,Poland,FALSE,1.0568181818181819,1.0813953488372092,1.1625,1.2,1,1.0098846787479405,1.006568144499179,1.0115511551155114
NA,2018,PL21,NA,NA,NA,NA,19700,61.7,46.6,3.5,6.7,40.9,39.4,37.9,61.9,12000,PL,Poland,FALSE,1.0591397849462365,1.1193181818181819,1.1453488372093024,1.23125,1.0065252854812399,1.0065252854812399,1.016474464579901,1.013136288998358
Poland,2019,PL21,Małopolskie,0.6815075523147155,0.6815075523147155,0.5945456355893256,20800,62.2,47.9,3.7,5.4,41.2,39.7,38.3,60.4,12700,PL,Poland,FALSE,1.0558375634517767,1.118279569892473,1.1818181818181819,1.2093023255813953,1.0081037277147489,1.0146818923327896,1.0146818923327896,1.0247116968698518
NA,2000,PL22,NA,NA,NA,NA,9400,54.5,19.1,NA,NA,37.9,36.3,34.6,74.3,6100,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL22,NA,NA,NA,NA,9900,56,22.4,NA,3.8,38.3,36.6,34.9,74.7,6500,PL,Poland,FALSE,1.053191489361702,NA,NA,NA,1.0275229357798166,NA,NA,NA
NA,2002,PL22,NA,NA,NA,NA,10500,53.8,25,NA,4.2,38.7,37,35.2,74.4,6700,PL,Poland,FALSE,1.0606060606060606,1.1170212765957446,NA,NA,0.9607142857142856,0.9871559633027522,NA,NA
NA,2003,PL22,NA,NA,NA,NA,10900,52.7,26.6,NA,4.7,39.1,37.4,35.5,73.1,7100,PL,Poland,FALSE,1.0380952380952382,1.101010101010101,1.1595744680851063,NA,0.979553903345725,0.9410714285714287,0.9669724770642202,NA
Poland,2004,PL22,Śląskie,0.12881005286951192,0.1914016805864174,0.1804957474523025,12200,54.1,25.9,2.6,5.1,39.5,37.7,35.8,72.1,7100,PL,Poland,FALSE,1.1192660550458715,1.161904761904762,1.2323232323232323,1.297872340425532,1.0265654648956357,1.0055762081784387,0.9660714285714286,0.9926605504587156
NA,2005,PL22,NA,NA,NA,NA,12200,55.3,28.3,3,5.4,39.9,38,36.1,73,7100,PL,Poland,FALSE,1,1.1192660550458715,1.161904761904762,1.2323232323232323,1.0221811460258778,1.049335863377609,1.0278810408921932,0.9874999999999999
NA,2006,PL22,NA,NA,NA,NA,12800,53.8,31.3,3,5,40.3,38.3,36.4,72.5,7700,PL,Poland,FALSE,1.0491803278688525,1.0491803278688525,1.1743119266055047,1.2190476190476192,0.972875226039783,0.9944547134935304,1.0208728652751422,1
NA,2007,PL22,NA,NA,NA,NA,14000,53.1,32.6,3.2,5.1,40.6,38.6,36.7,73.2,8400,PL,Poland,FALSE,1.09375,1.1475409836065573,1.1475409836065573,1.2844036697247707,0.9869888475836432,0.9602169981916818,0.9815157116451017,1.0075901328273245
NA,2008,PL22,NA,NA,NA,NA,15200,54.8,32.3,1.8,4.3,40.9,38.9,36.9,73.7,9100,PL,Poland,FALSE,1.0857142857142856,1.1875,1.2459016393442623,1.2459016393442623,1.0320150659133709,1.0185873605947955,0.9909584086799277,1.0129390018484288
Poland,2009,PL22,Śląskie,0.2271955080240955,0.23527335039182543,0.22667911627456022,15300,55.8,35.7,2.1,4.2,41.2,39.1,37.2,71.9,9600,PL,Poland,FALSE,1.006578947368421,1.0928571428571427,1.1953125,1.2540983606557377,1.0182481751824817,1.0508474576271185,1.037174721189591,1.0090415913200723
NA,2010,PL22,NA,NA,NA,NA,16800,56.1,37.2,2,5.5,41.6,39.6,37.7,70.7,10500,PL,Poland,FALSE,1.0980392156862746,1.105263157894737,1.2,1.3125,1.0053763440860215,1.0237226277372264,1.0564971751412429,1.0427509293680297
NA,2011,PL22,NA,NA,NA,NA,18000,57,38,2.2,4.5,41.9,39.8,37.9,69.8,11100,PL,Poland,FALSE,1.0714285714285714,1.1764705882352942,1.1842105263157894,1.2857142857142858,1.0160427807486632,1.021505376344086,1.0401459854014599,1.0734463276836157
NA,2012,PL22,NA,NA,NA,NA,18300,57.2,38.4,2.5,4.5,42.1,40.1,38.2,69.9,11800,PL,Poland,FALSE,1.0166666666666666,1.0892857142857142,1.196078431372549,1.2039473684210527,1.0035087719298246,1.0196078431372548,1.0250896057347672,1.0437956204379564
NA,2013,PL22,NA,NA,NA,NA,18200,57.6,39.8,2.3,4.5,42.4,40.4,38.5,69.1,12000,PL,Poland,FALSE,0.994535519125683,1.011111111111111,1.0833333333333333,1.1895424836601307,1.0069930069930069,1.0105263157894737,1.0267379679144386,1.032258064516129
Poland,2014,PL22,Śląskie,0.2796793276609695,0.2796793276609695,0.2688106719607711,18700,57.9,41.2,2.4,3.7,42.7,40.7,38.8,68.8,12200,PL,Poland,FALSE,1.0274725274725274,1.0218579234972678,1.038888888888889,1.1130952380952381,1.0052083333333333,1.012237762237762,1.0157894736842106,1.032085561497326
NA,2015,PL22,NA,NA,NA,NA,19800,57.5,42.3,2.3,3.1,43,41,39.2,68.5,12700,PL,Poland,FALSE,1.0588235294117647,1.0879120879120878,1.0819672131147542,1.1,0.9930915371329879,0.9982638888888888,1.0052447552447552,1.0087719298245614
NA,2016,PL22,NA,NA,NA,NA,20100,58.5,43.5,2.3,3.6,43.3,41.4,39.6,66.7,13000,PL,Poland,FALSE,1.0151515151515151,1.0748663101604279,1.1043956043956045,1.098360655737705,1.017391304347826,1.0103626943005182,1.015625,1.0227272727272727
NA,2017,PL22,NA,NA,NA,NA,21100,58.5,44.9,2.5,4.5,43.6,41.7,39.9,66.1,13300,PL,Poland,FALSE,1.0497512437810945,1.0656565656565657,1.1283422459893049,1.1593406593406594,1,1.017391304347826,1.0103626943005182,1.015625
NA,2018,PL22,NA,NA,NA,NA,22300,58,46.9,2.6,6.1,43.9,42,40.2,64.8,13800,PL,Poland,FALSE,1.0568720379146919,1.109452736318408,1.1262626262626263,1.1925133689839573,0.9914529914529915,0.9914529914529915,1.008695652173913,1.001727115716753
Poland,2019,PL22,Śląskie,0.5583688476125657,0.5583688476125657,0.46684220616419103,23300,57.7,46.7,2.6,5,44.2,42.3,40.6,64.2,14700,PL,Poland,FALSE,1.0448430493273542,1.1042654028436019,1.1592039800995024,1.1767676767676767,0.9948275862068966,0.9863247863247864,0.9863247863247864,1.0034782608695654
NA,2000,PL41,NA,NA,NA,NA,9500,61.3,20.2,NA,NA,35.6,33.7,31.7,71.2,5900,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL41,NA,NA,NA,NA,9800,61.3,21.9,NA,3.3,35.8,33.8,31.9,71.3,6300,PL,Poland,FALSE,1.0315789473684212,NA,NA,NA,1,NA,NA,NA
NA,2002,PL41,NA,NA,NA,NA,10100,59.7,21.8,NA,3.5,36.1,34.1,32.2,71.5,6400,PL,Poland,FALSE,1.030612244897959,1.063157894736842,NA,NA,0.9738988580750408,0.9738988580750408,NA,NA
NA,2003,PL41,NA,NA,NA,NA,10700,60.4,22.8,NA,3.9,36.3,34.3,32.5,70.8,6600,PL,Poland,FALSE,1.0594059405940595,1.0918367346938775,1.1263157894736842,NA,1.0117252931323282,0.9853181076672105,0.9853181076672105,NA
Poland,2004,PL41,Wielkopolskie,0.13973926974434325,0.24973586923117488,0.23674845476681028,11700,60.5,22.7,2,4.5,36.6,34.6,32.8,71,6800,PL,Poland,FALSE,1.0934579439252337,1.1584158415841583,1.1938775510204083,1.231578947368421,1.0016556291390728,1.0134003350083751,0.9869494290375205,0.9869494290375205
NA,2005,PL41,NA,NA,NA,NA,12200,60.2,24.8,2.5,4,36.8,34.9,33.1,70.7,6800,PL,Poland,FALSE,1.0427350427350428,1.1401869158878504,1.2079207920792079,1.2448979591836735,0.9950413223140496,0.9966887417218544,1.0083752093802345,0.9820554649265907
NA,2006,PL41,NA,NA,NA,NA,12800,58.4,26.5,2.5,3.8,37.1,35.1,33.4,70.9,7300,PL,Poland,FALSE,1.0491803278688525,1.0940170940170941,1.1962616822429906,1.2673267326732673,0.9700996677740863,0.965289256198347,0.9668874172185431,0.9782244556113903
NA,2007,PL41,NA,NA,NA,NA,14000,57.7,26.6,2.4,4.1,37.3,35.4,33.7,71.6,8000,PL,Poland,FALSE,1.09375,1.1475409836065573,1.1965811965811965,1.308411214953271,0.9880136986301371,0.9584717607973422,0.9537190082644629,0.9552980132450332
