"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,42.9833,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,48.5393,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,53.2317,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,60.8278,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,62.65,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,58.4167,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,55.8167,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,44.331,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,69.6901,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,49.6227,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,51.171,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,61.5777,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,67.2856,,
"2","Large regions (TL2)","ME09","Mexico City","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,62.6167,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,1,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,1,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,2,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,2,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,1.2,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,2,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,1.2,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,0.5,,
"2","Large regions (TL2)","ME10","Durango","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,0.5917,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,3,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,5.3333,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,1,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,9.1333,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,7.6667,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,2.3333,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,3.5333,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,5.575,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,5.5,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,3.196,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,3.4167,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,4.3334,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,8.5833,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,14.1666,,
"2","Large regions (TL2)","ME11","Guanajuato","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,10.5213,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,3.8333,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,3.125,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,4,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,3.3333,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,6.3333,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,6.3333,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,2,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,6.75,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,8,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,3.625,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,8.6667,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,3.6,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,10.4583,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,7.3333,,
"2","Large regions (TL2)","ES43","Extremadura","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,12.6944,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,261.467,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,279.115,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,309.492,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,432.438,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,431.073,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,473.077,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,483.394,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,476.063,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,460.472,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,517.548,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,531.096,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,502.729,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,533.441,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,606.799,,
"2","Large regions (TL2)","ES51","Catalonia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,602.365,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,90.4083,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,111.024,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,102.224,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,130.171,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,138.967,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,116.029,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,154.64,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,159.739,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,177.687,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,196.431,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,213.939,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,182.65,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,179.867,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,184.357,,
"2","Large regions (TL2)","ES52","Valencia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,183.24,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,6.3864,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,3.1666,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,10,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,6.95,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,11.3714,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,15.75,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,11.8333,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,12.7909,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,13.3,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,10.8095,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,10.6833,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,18.7143,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,18.0769,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,13.9583,,
"2","Large regions (TL2)","ES53","Balearic Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,12.9167,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,68.4079,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,74.2627,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,65.6878,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,83.9238,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,103.83,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,109.155,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,131.019,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,159.465,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,215.433,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,205.358,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,194.847,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,197.275,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,223.633,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,226.201,,
"2","Large regions (TL2)","ES61","Andalusia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,181.779,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,9.6552,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,12.4762,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,7.5,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,16.3167,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,17.9417,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,29.0155,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,31.4985,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,23.15,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,30.0214,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,33.25,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,36.3964,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,37.648,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,40.6936,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,43.4833,,
"2","Large regions (TL2)","ES62","Murcia","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,39.8449,,
"2","Large regions (TL2)","ES63","Ceuta ","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,1,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,7,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,9,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,14.875,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2004","2004",,,"0","Units",,,14.3429,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2005","2005",,,"0","Units",,,15.2298,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2006","2006",,,"0","Units",,,9.5333,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2007","2007",,,"0","Units",,,13.7333,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2008","2008",,,"0","Units",,,12.5833,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2009","2009",,,"0","Units",,,16.7333,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2010","2010",,,"0","Units",,,12.3333,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2011","2011",,,"0","Units",,,19.4954,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2012","2012",,,"0","Units",,,19.8309,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2013","2013",,,"0","Units",,,23.3833,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2014","2014",,,"0","Units",,,23.2476,,
"2","Large regions (TL2)","ES70","Canary Islands","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2015","2015",,,"0","Units",,,18.803,,
"1","Country","SWE","Sweden","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2001","2001",,,"0","Units",,,2490.73,,
"1","Country","SWE","Sweden","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2002","2002",,,"0","Units",,,2209.78,,
"1","Country","SWE","Sweden","PCT_TOTAL","PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","ALL","All regions","2003","2003",,,"0","Units",,,2090.06,,
