DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2009,13.5,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2010,13.4,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2011,12.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2012,13.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2013,13.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2014,13.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2015,13.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2016,14.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2017,14.5,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2018,13.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2019,13.5,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2020,10.7,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2021,13.2,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2000,8.9,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2001,9.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2002,8.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2003,9.8,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2004,11.4,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2005,13.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2006,13.0,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2007,12.5,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2008,13.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2009,13.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2010,13.7,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2011,12.5,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2012,13.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2013,12.7,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2014,13.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2015,13.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2016,13.5,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2017,14.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2018,13.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2019,13.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2020,10.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT31,2021,12.6,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2000,8.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2001,8.1,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2002,7.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2003,9.4,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2004,12.5,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2005,12.4,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2006,13.6,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2007,12.7,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2008,13.1,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2009,13.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2010,13.9,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2011,13.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT32,2012,13.2,
